Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
Annex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.annex.finance/,,https://twitter.com/AnnexFinance,,Lending,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,A Decentralized Marketplace for Lenders and Borrowers with Borderless Stablecoins.,
AscendEX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://ascendex.com/,,https://twitter.com/_AscendEX,,Exchange,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,AscendEX is a global cryptocurrency platform; including spot; margin; and futures trading for 200+ blockchain projects.,
AtomScan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://atomscan.com/,,https://twitter.com/atomscan,,Analytics,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,ATOMScan is a blockchain explorer for Kava (KAVA) created by a team of cryptocurrency enthusiasts in 2019.,
Atomic Wallet,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://atomicwallet.io/,,https://x.com/AtomicWallet,,Wallet,,,✅ Found,Atomic Wallet,id1761590044-WC4gfx1SSHWVKnQrCfwm5Q,https://admin.thegrid.id/profiles/?rootId=id1761590044-WC4gfx1SSHWVKnQrCfwm5Q,URL: urlMain,kava,https://www.kava.io/ecosystem,Atomic Wallet is your gateway to the Web3. Trusted by 10M users across the globe.,
Axelar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://axelar.network/,,https://twitter.com/axelarcore,,Infrastructure,,,✅ Found,Axelar,id1741703143-tjYfPb1sSf2HdTCz4qJelQ,https://admin.thegrid.id/profiles/?rootId=id1741703143-tjYfPb1sSf2HdTCz4qJelQ,Name: Profile,kava,https://www.kava.io/ecosystem,Axelar unlocks Kava's secure cross-chain communication for any-to-any token transfers.,
BALTEX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://baltex.io/,,https://x.com/baltexio,,Cross-Chain,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,BaltEX unifies CEX + DEX smart routing for 500+ tokens across 20+ chains.,
BNB Chain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.bnbchain.org/en,,https://twitter.com/BNBChain,,Cross-Chain,,,✅ Found,BNB Chain,1427,https://admin.thegrid.id/profiles/?rootId=1427,Social Handle: Socials Lens - Twitter / X,kava,https://www.kava.io/ecosystem,BNB Chain is a global; decentralized network with developers; validators; users; HODLers and enthusiasts.,
Binance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.binance.com/,,https://twitter.com/binance,,Exchange,,,✅ Found,Binance,117,https://admin.thegrid.id/profiles/?rootId=117,URL: urlMain,kava,https://www.kava.io/ecosystem,The biggest bitcoin exchange and altcoin crypto exchange in the world by volume.,
BingX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://t.co/W7kwouge8h,,https://twitter.com/BingXOfficial,,Exchange,,,✅ Found,BingX,id1752811649-oTXYNbP5TlGotntM0JnCsQ,https://admin.thegrid.id/profiles/?rootId=id1752811649-oTXYNbP5TlGotntM0JnCsQ,Name: Profile,kava,https://www.kava.io/ecosystem,Trading Made Easy from #BingX; a Leading Crypto Exchange.,
Bitfinex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://t.co/LFTqmgJwa9,,https://twitter.com/bitfinex,,Exchange,,,✅ Found,Bitfinex,id1753084007-OpQ9kZQIQ2-cjQqIi8yqoA,https://admin.thegrid.id/profiles/?rootId=id1753084007-OpQ9kZQIQ2-cjQqIi8yqoA,Name: Profile,kava,https://www.kava.io/ecosystem,Bitfinex is the world's leading digital asset trading platform.,
Bitget,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.bitget.com/,,https://twitter.com/bitgetglobal,,Exchange,,,✅ Found,Bitget,id1741256256-ZaL3d75oTt-_sqduqaNv5w,https://admin.thegrid.id/profiles/?rootId=id1741256256-ZaL3d75oTt-_sqduqaNv5w,URL: urlMain,kava,https://www.kava.io/ecosystem,The top crypto derivatives and largest copy trading platform.,
Blueshift,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://blueshift.fi/,,https://twitter.com/blueshiftfi,,DEX,,,✅ Found,Blueshift,id1764867477-UXmaP2R9QAedJAENiBCscA,https://admin.thegrid.id/profiles/?rootId=id1764867477-UXmaP2R9QAedJAENiBCscA,Name: Profile,kava,https://www.kava.io/ecosystem,Blueshift is a decentralized exchange and a new-generation crypto asset management protocol.,
Celer Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.celer.network/,,https://twitter.com/CelerNetwork,,Cross-Chain,,,✅ Found,Celer Network,id1757690242-exrsWm-cTNGdKCgki6xiyw,https://admin.thegrid.id/profiles/?rootId=id1757690242-exrsWm-cTNGdKCgki6xiyw,Name: Profile,kava,https://www.kava.io/ecosystem,Layer-2 scaling platform that brings fast; secure and low-cost blockchain applications on Ethereum; Polkadot and other blockchains.,
Certik,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.certik.com/projects/kava,,https://twitter.com/CertiK,,Insurance,,,✅ Found,Certik,1744,https://admin.thegrid.id/profiles/?rootId=1744,Social Handle: Socials Lens - Twitter / X,kava,https://www.kava.io/ecosystem,CertiK is the leading security-focused ranking platform to analyze and monitor blockchain protocols and DeFi projects.,
Chainstack,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://chainstack.com/,,https://twitter.com/ChainstackHQ,,Infrastructure,,,✅ Found,Chainstack,id1741256277-b7oLhIMySqudNuaffPaZuA,https://admin.thegrid.id/profiles/?rootId=id1741256277-b7oLhIMySqudNuaffPaZuA,URL: urlMain,kava,https://www.kava.io/ecosystem,Chainstack’s software and APIs to build; run; and scale blockchain applications.,
CoinMarketCap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://coinmarketcap.com/currencies/kava/,,https://twitter.com/CoinMarketCap,,Analytics,,,✅ Found,CoinMarketCap,id1745505044-qU0qKs_fSrerSSkkGc0Cdw,https://admin.thegrid.id/profiles/?rootId=id1745505044-qU0qKs_fSrerSSkkGc0Cdw,Name: Profile,kava,https://www.kava.io/ecosystem,Crypto analytics and information.,
Coinbase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.coinbase.com/,,https://twitter.com/coinbase,,Exchange,,,✅ Found,Coinbase,1125,https://admin.thegrid.id/profiles/?rootId=1125,URL: urlMain,kava,https://www.kava.io/ecosystem,The safest place to buy; sell; and manage crypto.,
Coinone,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://t.co/zDFrUHsTsI,,https://twitter.com/CoinoneOfficial,,Exchange,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Bringing Blockchain into the World. Buy and sell cryptocurrency with the safest crypto exchange.,
Cosmos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://cosmos.network/,,https://twitter.com/cosmos,,Cross-Chain,,,✅ Found,Cosmos,1429,https://admin.thegrid.id/profiles/?rootId=1429,URL: urlMain,kava,https://www.kava.io/ecosystem,Cosmos SDK is a state-of-the-art blockchain framework that powers the Cosmos Hub.,
Cosmos SDK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://v1.cosmos.network/sdk,,https://twitter.com/cosmossdk,,Infrastructure,,,✅ Found,Cosmos,1429,https://admin.thegrid.id/profiles/?rootId=1429,Name: Product,kava,https://www.kava.io/ecosystem,The world's most used framework for building blockchains.,
Cosmostation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://wallet.cosmostation.io/cosmos,,https://twitter.com/CosmostationVD,,Wallet,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Cosmos ATOM web wallet powered by Cosmostation.,
Crypto.com,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://crypto.com/,,https://twitter.com/cryptocom,,Exchange,,,✅ Found,Crypto.com,1421,https://admin.thegrid.id/profiles/?rootId=1421,URL: urlMain,kava,https://www.kava.io/ecosystem,Crypto.com is on a mission to accelerate the world's transition to cryptocurrency.,
CryptoBlades,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.cryptoblades.io/,,https://twitter.com/CryptoBlades,,GameFi,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,CryptoBlades is a play-to-earn NFT RPG developed by Riveted Games.,
Cwallet,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://cwallet.com/,,https://x.com/CwalletOfficial,,Wallet,,,✅ Found,Cwallet,id1767608983-5Z-7X8shTsGAisynfHeAxA,https://admin.thegrid.id/profiles/?rootId=id1767608983-5Z-7X8shTsGAisynfHeAxA,URL: urlMain,kava,https://www.kava.io/ecosystem,Cwallet is a multi-functional finance platform; evolving beyond a traditional crypto wallet.,
Defi Llama,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://defillama.com/chain/Kava,,https://twitter.com/DefiLlama,,Analytics,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,DeFi TVL aggregator.,
DexPad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://dexpad.io/,,https://twitter.com/DexPad,,Launchpad,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,DexPad is a No-Code Platform for ERC-20 Tokens on multiple EVM-compatible chains.,
Earnmos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://app.earnmos.fi/,,https://twitter.com/Earnmos1,,Yield,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Earnmos is the ALL IN ONE yield optimizer and booster on Evmos blockchain.,
Elfin Kingdom,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://elfinkingdom.com/home,,https://twitter.com/ElfinKingdom,,GameFi,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Combining classic play-to-earn elements and DeFi to offer players an immersive and rewarding MMORPG experience.,
Elk,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://elk.finance/,,https://twitter.com/elk_finance,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Elk Finance is a decentralized network for cross-chain liquidity.,
EmpireDEX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.ecc.capital/swap,,https://twitter.com/Empire_DEX,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,EmpireDEX is a Multi-Chain DEX Protocol.,
Equilibre,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://equilibrefinance.com/swap,,https://twitter.com/EquilibreAMM,,,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Equilibre is an AMM based on Velodrome designed to provide large liquidity & low swapping fees.,
Ethereum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://ethereum.org/,,https://twitter.com/ethdotorg,,Cross-Chain,,,✅ Found,Ethereum,2,https://admin.thegrid.id/profiles/?rootId=2,URL: urlMain,kava,https://www.kava.io/ecosystem,Ethereum is a decentralized; open-source blockchain with smart contract functionality.,
Fireblocks,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.fireblocks.com/,,https://twitter.com/FireblocksHQ,,Infrastructure,,,✅ Found,Fireblocks,1307,https://admin.thegrid.id/profiles/?rootId=1307,URL: urlMain,kava,https://www.kava.io/ecosystem,Powering thousands of organizations and securing trillions in digital assets/month.,
Formation.fi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://formation.fi/,,https://twitter.com/formationfi,,,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Risk-adjusted decentralized open financial crypto assets in the form of highly composable algorithmically rebasing indexes.,
Gamut Exchange,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.gamut.exchange/,,https://twitter.com/GamutExchange,,,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Decentralized exchange designed for volatile assets that benefit liquidity providers and traders with lower fees and higher incentives.,
Gate.io,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.gate.io/,,https://twitter.com/gate_io,,Exchange,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Gate.io is one of the global top 10 cryptocurrency exchanges with authentic trading volume.,
Guru Network DAO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://ftm.guru/,,https://twitter.com/FTM1337,,Other,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Multi-Faceted Growth Hacker helping aid On-Chain DApp' Discovery+Utility; Tools & bespoke services to Users & Devs.,
Hummingbot,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://hummingbot.org/,,https://twitter.com/hummingbot_org?_ga=2.20168113.860530672.1663625286-1301407461.1663625286,,Cross-Chain,,,✅ Found,Hummingbot,id1740685015-N66rAfQwR_-TrYkJb_xPqA,https://admin.thegrid.id/profiles/?rootId=id1740685015-N66rAfQwR_-TrYkJb_xPqA,URL: urlMain,kava,https://www.kava.io/ecosystem,Open source software that helps you build market making and arbitrage bots that run on any crypto exchange; centralized or decentralized.,
Huobi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.huobi.com/,,https://twitter.com/HuobiGlobal,,Exchange,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Huobi.com is the world-leading Bitcoin and Ethereum trading platform.,
IBC Protocol,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://ibcprotocol.org/,,https://twitter.com/cosmosibc,,Infrastructure,,,✅ Found,Cosmos,1429,https://admin.thegrid.id/profiles/?rootId=1429,Name: Product,kava,https://www.kava.io/ecosystem,IBC is an interoperability protocol for communicating arbitrary data between arbitrary state machines.,
Impossible Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://impossible.finance/,,https://twitter.com/impossiblefi,,Launchpad,,,✅ Found,Impossible Finance,id1764913881-OfBK__zKRCeGkv9rhTW6Aw,https://admin.thegrid.id/profiles/?rootId=id1764913881-OfBK__zKRCeGkv9rhTW6Aw,URL: urlMain,kava,https://www.kava.io/ecosystem,Impossible Finance is a DeFi-native ecosystem of multi-chain products.,
Infy Protocol,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://infy.network/,,https://twitter.com/infy_protocol,,Lending,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Infy is decentralized Lending and Renting Protocol for NFTs.,
Interport Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://interport.fi/,,https://x.com/interportFI,,Cross-Chain,,,✅ Found,Interport Finance,id1770419388-tDWz7vYHSGKX_pQcMDBg6Q,https://admin.thegrid.id/profiles/?rootId=id1770419388-tDWz7vYHSGKX_pQcMDBg6Q,URL: urlMain,kava,https://www.kava.io/ecosystem,Interport enables one-step cross-chain swaps with smart routing; powering $1.4B+ in trading volume across major blockchains.,
Jupiter Swap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.jupiter-swap.exchange/#/swap,,https://twitter.com/jupiter_swap,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,JupiterSwap is a leading AMM DEX on Kava.eth chain.,
KDex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://kdex.app/,,https://twitter.com/kdex_app,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,The KDex is a Uniswap V2 fork deployed on Kava; a Cosmos EVM-based bockchain,
KSwap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://kswap.network/,,https://twitter.com/_KSwap,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,AMM DEX with deep liquidity on Kava.,
Kanvas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.kanvas.trade/,,https://twitter.com/KanvasTrade,,,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Kanvas is the first NFT marketplace on Kava EVM and combines DeFi principles with NFTs.,
Kava Foundation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://medium.com/kava-labs/kava-foundation-c018376c698a,,https://www.kava.io/ecosystem?page=2#submit-project,,Insurance,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Kava Foundation governs the growth and three security layers of the Kava ecosystem.,
Kava Mint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://app.kava.io/mint,,https://www.kava.io/ecosystem?page=2#submit-project,,CDP,,,✅ Found,Kava Network,id1754446903-ubyjNkVOT5-OvmpSDRR_KQ,https://admin.thegrid.id/profiles/?rootId=id1754446903-ubyjNkVOT5-OvmpSDRR_KQ,Name: Product,kava,https://www.kava.io/ecosystem,A decentralized CDP protocol for minting loans in the USDX stablecoin.,
Kava Swap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://app.kava.io/swap/trade,,https://twitter.com/kava_swap,,DEX,,,✅ Found,Kava Network,id1754446903-ubyjNkVOT5-OvmpSDRR_KQ,https://admin.thegrid.id/profiles/?rootId=id1754446903-ubyjNkVOT5-OvmpSDRR_KQ,Name: Product,kava,https://www.kava.io/ecosystem,A decentralized automated market maker enabling liquidity mining and low-fee crypto swaps.,
Kavacave,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.kavacave.app/,,https://twitter.com/kavacave,,Yield,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,A Unique Way To earn higher APR on your returns without any deposit fee on Kava.,
Keplr,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.keplr.app/,,https://twitter.com/keplrwallet,,,,,✅ Found,Keplr,id1738748312-tvZmyE2MTliDR9AE5NyW_w,https://admin.thegrid.id/profiles/?rootId=id1738748312-tvZmyE2MTliDR9AE5NyW_w,URL: urlMain,kava,https://www.kava.io/ecosystem,Keplr is a powerful wallet for Cosmos and more. Manage assets and staking for Cosmos Hub.,
Kogefarm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://kogefarm.io/vaults,,https://twitter.com/kogecoin,,Yield,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,KogeFarm is a yield optimizer on the Polygon chain.,
Kraken,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.kraken.com/,,https://twitter.com/krakenfx,,Exchange,,,✅ Found,Kraken,119,https://admin.thegrid.id/profiles/?rootId=119,URL: urlMain,kava,https://www.kava.io/ecosystem,Kraken is a United States-based cryptocurrency exchange and bank; founded in 2011.,
KuCoin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.kucoin.com/,,https://twitter.com/KuCoinCom,,Exchange,,,✅ Found,KuCoin,id1749546547-XpGoGeYGSNGHfO8gVbCbGg,https://admin.thegrid.id/profiles/?rootId=id1749546547-XpGoGeYGSNGHfO8gVbCbGg,URL: urlMain,kava,https://www.kava.io/ecosystem,Kucoin the most trusted and secure exchange; Trade simple with maximum security.,
LanternSwap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.lanternswap.com/,,https://twitter.com/LanternSwap,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,The stableswap for Kava.,
Ledger,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.ledger.com/,,https://twitter.com/Ledger,,Wallet,,,✅ Found,Ledger,116,https://admin.thegrid.id/profiles/?rootId=116,URL: urlMain,kava,https://www.kava.io/ecosystem,Hardware wallet that provides the highest level of security for crypto assets.,
Lend,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://app.kava.io/lend,,https://twitter.com/hard_protocol,,Lending,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,A decentralized money market and yield farming protocol for lending and borrowing crypto.,
Liquidity Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://liquidityfinanc.com/,,https://twitter.com/LIQUIDITFINANCE,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,LFIswap is the first Dex with unique features like; Anti-rug protection with governance feature; Swap and Transfer; and more.,
MEXC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.mexc.com/,,https://twitter.com/MEXC_Global,,Exchange,,,✅ Found,MEXC,id1745580537-A8SmNL1HS2qGih6c9GEErg,https://admin.thegrid.id/profiles/?rootId=id1745580537-A8SmNL1HS2qGih6c9GEErg,URL: urlMain,kava,https://www.kava.io/ecosystem,MEXC Exchange is the world's first user-friendly digital asset service provider.,
Map of Zones,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://mapofzones.com/,,https://twitter.com/mapofzones,,Analytics,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Map of zones - Cosmos network explorer.,
Metapoly,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.metapoly.org/,,https://twitter.com/metapolyorg,,Lending,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Metapoly is the Metaverse Land Bank where you can deposit your NFTs to borrow assets.,
Mintscan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.mintscan.io/kava,,https://twitter.com/CosmostationVD,,Analytics,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Cosmos explorer powered by Cosmostation.,
Money.Space,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.kava.io/ecosystem?page=2#submit-project,,https://www.kava.io/ecosystem?page=2#submit-project,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,A decentralized exchange built by Cosmostation focused on ultra low-fee stablecoin swaps. Coming Soon!,
Moonfarm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://moonfarm.finance/,,https://twitter.com/MoonfarmFinance,,Yield,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,MoonFarm is a DeFi and CeFi hybrid yield farming aggregator.,
Nabox,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://nabox.io/,,https://twitter.com/naboxwallet,,Infrastructure,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,The Multi-Chain DID Gateway to Web3.,
Nerve Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://nerve.network/,,https://twitter.com/nerve_network,,Infrastructure,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Decentralized Digital Asset Service Network.,
Nervos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.nervos.org/,,https://twitter.com/NervosNetwork,,Cross-Chain,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,An open Blockchain platform that offers a suite of integrated solutions that allows developers to build Universal Apps.,
OKX Web3 Wallet,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.okx.com/web3,,https://twitter.com/okx,,Wallet,,,✅ Found,OKX,1379,https://admin.thegrid.id/profiles/?rootId=1379,Name: Product,kava,https://www.kava.io/ecosystem,World’s leading Web3 multi-chain wallet.,
OneKey,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://onekey.so/,,https://x.com/OneKeyHQ,,Wallet,,,✅ Found,OneKey,id1750231954-LECWCN2wQzexD4qu9EekzQ,https://admin.thegrid.id/profiles/?rootId=id1750231954-LECWCN2wQzexD4qu9EekzQ,URL: urlMain,kava,https://www.kava.io/ecosystem,The Wallet Revolution. Safe.Simple.OneKey,
OpenBiSea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://openbisea.io/,,https://twitter.com/openbisea,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Easily navigate the Metaverse and associated marketplaces to explore content and to buy or sell NFT tokens.,
PhotonSwap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.photonswap.finance/#/swap,,https://twitter.com/photonswap_fi,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,AMM styled decentralized exchange (DEX) on Cronos.,
Pinjam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://pinjamlabs.com/,,https://twitter.com/PinjamLabs,,Lending,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Pinjam is a non-custodial liquidity market.,
Project Zero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,http://projectzero.io/,,https://x.com/ProjectZeroIO,,,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Project Zero lets dApps & AI Agents to work across blockchains; transforming on-chain data into actionable insights & real-time decisions.,
Pyth Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://pyth.network/,,https://twitter.com/PythNetwork,,,,,✅ Found,Pyth Network,93,https://admin.thegrid.id/profiles/?rootId=93,URL: urlMain,kava,https://www.kava.io/ecosystem,The Pyth Network is a first-party financial data oracle network that delivers low-latency price data for various assets to blockchains secur,
