Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
Composable Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.composable.finance,,https://twitter.com/ComposableFin,,,,,✅ Found,Composable Finance,222,https://admin.thegrid.id/profiles/?rootId=222,URL: urlMain,polkadot,https://parachains.info/,Composable’s parachain is going to be able to run multiple bytecodes together in the same place; in order to run smart contracts together in a manner that allows them to communicate and collaborate. As a result; protocols using different smart contract languages (i.e. those on different chains; especially) will be able to unite via our parachain; facilitating cross-chain asset swaps and other functionalities. Related Project: Picasso Tokens: LAYR W3F Grants: CosmWasm VM — First delivery Links: Apps Audit Results Status Announced Testing Parathread Polkadot Coretime Status: ACTIVE Leased Core ID: 19 End Date: Mar 8; 2026 Auctions & Crowdloans Auction 7: WINNER Leasing: March 16; 2022 - January 16; 2024 Crowdloan ID: 2019-17 Funds Raised: 6 075 487 DOT ( $7 715 868 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 DOT : 2.6+ LAYR Crowdloan Cap: 25 000 000 DOT Reward Pool: 16m of 100m (16%) 25% of LAYR will be available to claim immediately 75% of LAYR will vest/unlock linearly over a 1.5 years 5% bonus for staking in the first 24 hours 5% bonus to those who previously contributed KSM to Picasso Crowdloan 10% bonus to stakers first three days of crowdloan Show more auctions Auction 22: WINNER Leasing: September 3; 2022 - July 4; 2024 Parathread ID: 2055 Last Bid: 76 000 DOT Leading Blocks: 85.76% Slot Acquisition: self-funded Events Aug 18; 2023 at 16:00 UTC Exploring the Convergence of Polkadot and Cosmos with Shade Protocol & Secret Network Jul 14; 2023 at 16:00 UTC Composable X Informal Jun 6; 2023 at 15:00 UTC Exploring Centauri: Dotsama <> Cosmos Investors (29) Blockchain Capital T ier 1 Coinbase Ventures T ier 1 SPARTAN T ier 1 NGC Ventures T ier 2 CMS Holdings T ier 2 Divergence Ventures T ier 2 Jump Capital T ier 2 Hypersphere T ier 2 Show more investors Pluto T ier 2 Fundamental Labs T ier 3 LedgerPrime T ier 3 Maven 11 T ier 3 DFG T ier 3 Figment Capital T ier 3 Longhash Ventures T ier 3 GSR T ier 3 Rarestone Capital T ier 3 0xVentures T ier 3 Ignite T ier 3 Advanced Blockchain T ier 3 New Form Capital T ier 4 Cluster Capital T ier 4 Four Seasons Ventures T ier 4 SOSV T ier 4 dlab T ier 4 PNYX Ventures T ier 5 Yunt Capital T ier 5 Polytope Capital T ier 5 Alameda Research Partners (3) Mangata Mangata X Manta Network XCM Channels (6) ⇄ Bifrost Polkadot ⇄ Astar ⇄ Phala Network ⇄ Polkadex ⇄ Asset Hub ⇄ Hydration (HydraDX) Screenshots (3) This uniquely beneficial strategy; using DOT as the example; but also applying to our KSM strategy Videos (6) Composable Finance: Building with XCVM | Polkadot Decoded 2022 July 7; 2022 (00:45:20) Team Talks — Composable Finance March 9; 2022 (01:41:44) Composable Parachain Celebration & Picasso vision reveal AMA January 14; 2022 (00:41:27) Show more videos Composable Conversations — The Future of Parachains in DeFi (Ask Me Anything) January 5; 2022 (01:02:41) The Brain Behind Composable Finance December 30; 2021 (00:23:45) Composable Finance raises $7M for cross chain and cross layer DeFi June 1; 2021 (00:02:32) Developer Activity,
Crab Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://crab.network/,,,,Bridge; NFT; Gaming; DAO; DeFi,,,❌ Not found,,,,,polkadot,https://parachains.info/,Crab is the canary network of Darwinia; and is the first blockchain in the Kusama ecosystem to natively support cross-chain as well as smart contract and NFT. Darwinia Network has gained a high reputation and recognition along the way to building a decentralized cross-chain bridge protocol. In 2020; Darwinia was mentioned in Polkadot light-paper as one of the friends of Polkadot and Substrate; and Darwinia was selected to join the Substrate Builder Program and Web3.0 Bootcamp; and for the outstanding achievements in the Substrate Builder Program; Darwinia Network was officially awarded the Level 2 badge by Parity. The products and tools developed by Darwinia have been awarded three Web3 Foundation grants. Polkadot founder Gavin Wood has also highlighted Darwinia Network as a “Project to watch.” Related Project: Darwinia Tokens: CRAB W3F Grants: Ruby Substrate API — Completed Substrate explorer — Completed Multi-signature Management Tool — Completed Solidity Verifier Implementation for Accountable Light Client — Completed Status Announced Testing Parathread Kusama Coretime Status: ACTIVE Leased Core ID: 10 End Date: Mar 5; 2026 Auctions & Crowdloans Auction 22: WINNER Leasing: February 20; 2022 - January 24; 2023 Crowdloan ID: 2105-60 Funds Raised: 7 554 KSM ( $33 312 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 KSM : 4 000+ CRAB Crowdloan Cap: 50 000 KSM Reward Pool: 200m of 2b (10%) 10% CRAB rewards will be immediately released 90% CRAB rewards will be linearly released 8 000 CKTON prize pool will be linearly rewarded up to an extra 20% reward if you contribute earlier 10% referral bonus (split 5% to referrer & 5% to referred) Show more auctions Auction 59: WINNER Leasing: October 31; 2022 - October 4; 2023 Parathread ID: 2229 Last Bid: 11 KSM Leading Blocks: 100% Slot Acquisition: self-funded Auction 91: WINNER Leasing: July 15; 2023 - June 12; 2024 Parathread ID: 2105 Last Bid: 248 KSM Leading Blocks: 57.62% Slot Acquisition: self-funded Auction 123: WINNER Leasing: June 21; 2024 - November 29; 2024 Parathread ID: 2105 Last Bid: 50.5 KSM Leading Blocks: 71.46% Slot Acquisition: self-funded Events Feb 24; 2022 at 16:00 UTC Crab Network crowdloan rewards distribution Investors (7) Hashkey T ier 1 Waterdrip Capital T ier 3 SevenX Ventures T ier 3 Bitrise Capital T ier 3 Consensus Lab T ier 4 DRF T ier 4 Dots Capital T ier 5 Partners (15) Apron Network Ava Protocol (OAK Network) Bifrost Polkadot Cere Network Clover Finance Crust Network Darwinia Equilibrium Forj Konomi MAP Protocol Paralink Network RAI Finance Reef SubQuery Network XCM Channels (1) ⇄ Karura Screenshots (1) Crab Network is an integral part of Darwinia ecosystem Developer Activity,
Crust Network,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://crust.network/,,https://twitter.com/crustnetwork,,Data,,,❌ Not found,,,,,polkadot,https://parachains.info/,Crust implements the incentive layer protocol for decentralized storage. It is adaptable to multiple storage layer protocols such as IPFS; and provides support for the application layer. Crust’s architecture also has the capability of supporting a decentralized computing layer and building a decentralized cloud ecosystem. Crust's decentralized storage layer provides a distributed file system. At the same time; Crust encapsulates some standard interfaces such as Amazon S3-like. Any application scenarios involving data storage; such as cloud services; edge computing; and decentralized applications; are the scenarios that Crust can adapt. Worth mentioning is that in edge computing scenarios; compared to centralized cloud storage; Crust's decentralized storage is closer to the edge; which can achieve relatively low cost and high performance. Related Project: Crust Shadow Tokens: CRU W3F Grants: Incentive layer protocol for decentralized storage — Completed Links: Wiki Economy Whitepaper Tech Whitepaper Handbook Status Announced Testing Parathread Polkadot Slot Leasing July 6; 2024 May 9; 2026 ~85 days remained Auctions & Crowdloans Auction 30: WINNER Leasing: November 23; 2022 - September 25; 2024 Crowdloan ID: 2008-44 Funds Raised: 71 953 DOT ( $91 380 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 DOT : 0.2+ CRU Crowdloan Cap: 100 000 DOT Reward Pool: 20k of 20m (0.1%) all rewards will be released linearly each lease period Show more auctions Auction 71: WINNER Leasing: July 6; 2024 - May 9; 2026 Crowdloan ID: 3375-91 Funds Raised: 222 DOT ( $281.94 ) Leading Blocks: 90.66% Reward: no rewards (self-funded) Events Dec 4; 2024 at 13:00 UTC Revolutionizing Decentralized Storage: Crust Network x GoPlausible Nov 8; 2024 at 09:00 UTC Crust Monthly Community Open Call #36 Nov 22; 2023 at 09:00 UTC Crust Monthly Community Open Call #24 Investors (30) Hashkey T ier 1 NGC Ventures T ier 2 Bitscale Capital T ier 2 IOSG T ier 2 GBV T ier 2 DWF Labs T ier 2 SNZ Holding T ier 3 Mapleblock Capital T ier 3 Show more investors Waterdrip Capital T ier 3 Chain Capital T ier 3 AU21 Capital T ier 3 DFG T ier 3 3Commas T ier 3 SevenX Ventures T ier 3 Lotus Capital T ier 3 Origin Capital T ier 3 Bitrise Capital T ier 3 Tenzor Capital T ier 3 One Max Capital T ier 3 CryptoDormFund T ier 3 BBS Finance T ier 3 Consensus Capital Holdings T ier 3 Consensus Lab T ier 4 HashCIB T ier 4 Block Rock Capital T ier 4 CryptoDiscover T ier 4 Dots Capital T ier 5 Bitcoin Addict Ti Capital Ti Captial Partners (21) Apron Network Ares Protocol Astar Automata Network Ava Protocol (OAK Network) Calamari Network Cere Network Coinversation Crab Network Darwinia Show more partners Heima (Litentry) Khala Network krest Litmus Manta Network OpenSquare Network peaq Phala Network Shiden Network Subsocial Tidal Finance XCM Channels (5) ⇄ Acala ⇄ Polkadex ⇄ Hydration (HydraDX) ⇄ Asset Hub ⇄ Bifrost Polkadot Videos (9) Crust Monthly Community Open Call #27 February 20; 2024 (00:08:03) Crust Community Open Call #23 October 16; 2023 (00:11:50) Crust Community Open Call # 22 September 8; 2023 (00:14:42) Show more videos Data Ownership with decentralized storage | Polkadot Decoded 2023 July 11; 2023 (00:16:18) Polkadot SF: The Future of Polkadot and Parachains June 5; 2023 (00:53:02) Crust Network in Use! May 24; 2023 (01:09:40) Crust Community Open Call #16 March 21; 2023 (00:38:14) Crust Community Open Call #11 October 14; 2022 (00:11:01) Crust Community Call #8 July 7; 2022 (00:11:10) Developer Activity,
Crust Shadow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://crust.network/,,https://twitter.com/crustnetwork,,Data,,,❌ Not found,,,,,polkadot,https://parachains.info/,Crust implements the incentive layer protocol for decentralized storage. It is adaptable to multiple storage layer protocols such as IPFS; and provides support for the application layer. Crust’s architecture also has the capability of supporting a decentralized computing layer and building a decentralized cloud ecosystem. Crust's decentralized storage layer provides a distributed file system. At the same time; Crust encapsulates some standard interfaces such as Amazon S3-like. Any application scenarios involving data storage; such as cloud services; edge computing; and decentralized applications; are the scenarios that Crust can adapt. Worth mentioning is that in edge computing scenarios; compared to centralized cloud storage; Crust's decentralized storage is closer to the edge; which can achieve relatively low cost and high performance. Related Project: Crust Network Tokens: CSM W3F Grants: Incentive layer protocol for decentralized storage — Completed Links: Crust Shadow Crowdloan Status Announced Testing Parathread Kusama Coretime Status: ACTIVE Leased Core ID: 6 End Date: Mar 5; 2026 Auctions & Crowdloans Auction 19: WINNER Leasing: January 14; 2022 - December 5; 2022 Crowdloan ID: 2012-53 Funds Raised: 30 026 KSM ( $132 416 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 KSM : 1 000 CSM Crowdloan Cap: 100 000 KSM Reward Pool: 80m of 200m (40%) 30% of the reward will be released immediately 10% will be released for each subsequent lease period (each 6 weeks) Show more auctions Auction 57: WINNER Leasing: October 31; 2022 - October 4; 2023 Crowdloan ID: 2225-87 Funds Raised: 1 807 KSM ( $7 968 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 KSM : 100 CSM Crowdloan Cap: 5 000 KSM Reward Pool: 500k of 200m (0.25%) All rewards will be distributed linearly on a monthly basis Auction 107: WINNER Leasing: October 13; 2023 - September 4; 2024 Parathread ID: 2012 Last Bid: 89 KSM Leading Blocks: 45.63% Slot Acquisition: self-funded Investors (23) NGC Ventures T ier 2 Bitscale Capital T ier 2 IOSG T ier 2 GBV T ier 2 DWF Labs T ier 2 SNZ Holding T ier 3 Waterdrip Capital T ier 3 Chain Capital T ier 3 Show more investors AU21 Capital T ier 3 DFG T ier 3 SevenX Ventures T ier 3 Lotus Capital T ier 3 Origin Capital T ier 3 Bitrise Capital T ier 3 Tenzor Capital T ier 3 One Max Capital T ier 3 CryptoDormFund T ier 3 BBS Finance T ier 3 Consensus Lab T ier 4 HashCIB T ier 4 CryptoDiscover T ier 4 Dots Capital T ier 5 Ti Captial Partners (6) Ava Protocol (OAK Network) Calamari Network Manta Network Robonomics Robonomics Subsocial XCM Channels (1) ⇄ Karura Videos Crust Community Call #8 July 7; 2022 (00:11:10) Developer Activity,
Curio,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://curioinvest.com,,https://twitter.com/curio_invest,,DeFi; Exchange; DAO; NFT,,,❌ Not found,,,,,polkadot,https://parachains.info/,Capital DEX The current Ethereum AMM DEX (Capital DEX) has been integrated into Curio Parachain to speed up transactions and reduce gas fees; as well as to integrate Curio tokens into the Polkadot ecosystem. Capital DEX on the Curio Parachain: https://parachain.capitaldex.exchange Real-world Assets Tokenization Launchpad Curio will develop a hybrid real-world asset tokenization system on nft; in particular collectible cars; powered by its own Curio Parachain and Ethereum. RollApp NFT Launchpad Trade Curio NFT tokens; as well as create your own NFTs with the ability to link to your car and further tokenization in the form of Security Tokens. Curio StableCoin System with Curio DAO Curio plans to migrate Curio StableCoin Protocol and Governance transaction processing to Curio Parachain to speed up the protocol. Also Curio StableCoin token will be integrated into Curio Parachain. Related Project: JAMTON by CurioDAO Tokens: CGT Links: Wiki Kusama Slot Staking Details Staking on Curio Parachain Explore Curio Parachain App Status Announced Testing Parathread Kusama Coretime Status: ACTIVE Leased Core ID: 11 End Date: Mar 5; 2026 Auctions & Crowdloans Auction 118: WINNER Leasing: January 5; 2024 - November 29; 2024 Parathread ID: 3339 Last Bid: 120 KSM Leading Blocks: 95.35% Slot Acquisition: self-funded Investors (3) Coinbase Ventures T ier 1 ZMT Capital T ier 3 OrangeDAO T ier 3 XCM Channels (1) ⇄ Basilisk Developer Activity,
DAO IPCI,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://ipci.io/,,https://twitter.com/dao_ipci,,DAO,,,❌ Not found,,,,,polkadot,https://parachains.info/,DAO IPCI provides for the users to allocate and manage environmental assets and liabilities through distributed ledgers stored in Blockchain. The technology ensures transparency and reliability of transactions; possibility of global interactions with carbon market institutions; including carbon registries in the first place. Links: Whitepaper DAPP Docs Status Announced Testing Parathread Kusama Coretime Status: ACTIVE Leased Core ID: 9 End Date: Mar 5; 2026 Auctions & Crowdloans Auction 55: WINNER Leasing: September 24; 2022 - August 18; 2023 Parathread ID: 2222 Last Bid: 111.04 KSM Leading Blocks: 77.57% Slot Acquisition: self-funded Show more auctions Auction 98: WINNER Leasing: September 1; 2023 - July 24; 2024 Parathread ID: 2222 Last Bid: 10.5 KSM Leading Blocks: 89.67% Slot Acquisition: self-funded Partners (2) Robonomics Robonomics Developer Activity,
Darwinia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://darwinia.network/,,,,Bridge; NFT; Gaming; DAO; DeFi,,,❌ Not found,,,,,polkadot,https://parachains.info/,Darwinia is the community-run technology and service powering the cross-chain capabilities of decentralized applications. By crafting secure and efficient cross-chain messaging protocols; Darwinia is at the forefront of facilitating seamless communication between disparate blockchain networks. The newest addition to our suite of protocols is Msgport; an innovative messaging abstraction that has been successfully implemented across a wide array of mainstream smart contract platforms; broadening the potential for interoperability and enabling developers to create more versatile and connected blockchain ecosystems. Some practical applications for Darwinia Network are: Cross-Chain DEX: Allow users to exchange assets across multiple chains in a single transaction. Borrowing & Lending: Allow users to pledge collateral on one chain and borrow assets on other chains. NFT Market: Bid on auctions taking place on another chain. DAO Governance: Allow for a unified multi-chain governance mechanism without needing to move assets to a central voting chain. Multi-Chain Gaming: Allow users to transfer or use NFTs across multiple chains. Cross-Chain Arbitration: Take advantage of opportunities to trade or re-balance assets across multiple chains. Related Project: Crab Network Tokens: RING ; KTON W3F Grants: Solidity Verifier Implementation for Accountable Light Client — Completed Ruby Substrate API — Completed Substrate explorer — Completed Multi-signature Management Tool — Completed Links: Docs Roadmap Apps Status Announced Testing Parathread Polkadot Slot Leasing April 13; 2024 February 14; 2026 ~1 days remained Auctions & Crowdloans Auction 21: WINNER Leasing: August 28; 2022 - July 3; 2024 Parathread ID: 2046 Last Bid: 9 900 DOT Leading Blocks: 41.75% Slot Acquisition: self-funded Show more auctions Auction 60: WINNER Leasing: April 13; 2024 - February 14; 2026 Parathread ID: 2003 Last Bid: 32 509 DOT Leading Blocks: 93.05% Slot Acquisition: self-funded Events Dec 28; 2024 at 15:00 UTC RingDAO December Community Call Dec 11; 2024 at 14:00 UTC RingDAO Community Feedback Aug 24; 2024 at 15:00 UTC Darwinia Community August Call Investors (7) Hashkey T ier 1 Waterdrip Capital T ier 3 SevenX Ventures T ier 3 Bitrise Capital T ier 3 Consensus Lab T ier 4 DRF T ier 4 Dots Capital T ier 5 Partners (23) Ajuna Network Apron Network Ava Protocol (OAK Network) Bajun Network Bifrost Kusama Bifrost Polkadot Cere Network ChainX Crab Network Crust Network Show more partners Forj Konomi MAP Protocol MathChain OpenSquare Network Paralink Network RAI Finance Reef SherpaX Standard Protocol SubDAO SubQuery Network Turing Network XCM Channels (9) ⇄ Moonbeam ⇄ Phala Network ⇄ Bifrost Polkadot ⇄ Astar ⇄ Asset Hub ⇄ Polkadex ⇄ Hydration (HydraDX) ⇄ Pendulum ⇄ Coretime Screenshots (13) Darwinia Network Overview Darwinia LCMP-XCMP Router Overview Show more screenshots Darwinia Ecosystem Data Updates Videos AMA: How to build the Web3.0 Metaverse November 23; 2021 (00:42:59) Darwinia Network - The Bridge Hub Between the Polkadot Ecosystem and External Networks May 20; 2021 (00:20:03) Developer Activity,
Encointer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://encointer.org,,https://twitter.com/encointer,,DAO; System,,,❌ Not found,,,,,polkadot,https://parachains.info/,Encointer aims to provide every human with a digital proof of personhood and a basic income in a local cryptocurrency. This means that every participant can maintain exactly one digital identity and that every participant gets a fixed amount of cryptocurrency per month. In contrast to other known cryptocurrencies; encointer issues local currencies; meaning that their issuance is locally bound. The currency of Benin can have a different exchange rate than that of Norway. Encointer currencies feature nominal demurrage: All balances get devalued over time. 10 units you own today turn into 5 units within one year. Think of this devaluation like a payment to a solidarity fund that pays for the UBI. This way; Encointer can issue monthly UBI and still maintain stable money supply. Demurrage increases money velocity; which in turn fuels the local economy. Privacy is a major focus of Encointer. The protocol leverages trusted execution environments (TEEs) to enhance the privacy of its users and also increase scalability by delegating transactions off-chain into TEEs. We use SubstraTEE for this; another Polkaproject developed by our team. W3F Grants: An Ecological; Egalitarian and Private Cryptocurrency and Self-Sovereign Identity System — Completed Status Announced Testing Parathread Kusama Coretime Status: ACTIVE Leased Core ID: 1 End Date: Mar 5; 2026 Partners (2) Integritee Kusama Integritee Polkadot Videos Experience Proof-of-personhood | Polkadot Decoded 2022 June 29; 2022 (00:18:51) Encointer - how to promote your local economy with a digital basic income May 18; 2021 (00:02:59) Developer Activity,
Energy Web X,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.energyweb.org/,,https://twitter.com/energywebx,,,,,❌ Not found,,,,,polkadot,https://parachains.info/,The Energy Web is unleashing blockchain’s potential in the energy sector. Energy Web Foundation (EWF) has pioneered an enterprise-grade blockchain platform tailored to the sector’s regulatory; operational; and market needs. EWF is the world's largest energy blockchain ecosystem—a growing community of over 100 energy market participants who we work with to bring energy blockchain solutions to market. The Energy Web has become the industry’s largest energy blockchain ecosystem and leading choice for decentralized technology powering the world’s energy future. Tokens: EWT Links: Whitepaper Energy Web X Lightpaper Status Announced Testing Parathread Polkadot Coretime Status: ACTIVE Leased Core ID: 22 End Date: Mar 8; 2026 Auctions & Crowdloans Auction 49: WINNER Leasing: October 28; 2023 - August 29; 2025 Crowdloan ID: 3345-70 Funds Raised: 299 999 DOT ( $380 999 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 DOT : 1 EWT Crowdloan Cap: 300 000 DOT the rewards are paid out in regular intervals starting in early 2024 Events Sep 25; 2024 at 08:00 UTC European Blockchain Convention Sep 5; 2024 at 15:30 UTC Energy Web Live Event Jun 18; 2024 at 15:00 UTC Meet Energy Web Investors (3) Blockchain Capital T ier 1 Advanced Blockchain T ier 3 Kryptonite Capital Partners (2) Integritee Kusama Integritee Polkadot Videos Enterprise Adoption of Web3 | Polkadot Decoded 2023 July 7; 2023 (00:45:41) Energy Web to Polkadot June 14; 2023 (00:02:34) Developer Activity,
Frequency,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.frequency.xyz/,,https://twitter.com/one_frequency,,Privacy; Data; Identity,,,❌ Not found,,,,,polkadot,https://parachains.info/,Frequency enables Web3 social at scale and is the first production implementation of the Decentralized Social Networking Protocol (DSNP.org). Frequency is designed so that applications collaborate instead of competing when submitting transactions. Frequency has four core features for developers: Capacity economics to scale without fear of being priced out. Coinless users and delegation to grow your user base without friction. Off-chain data broadcasting to maximize your throughput with openness and transparency. Shared schemas to standardize data interoperability to develop an ecosystem. Links: Blog Status Announced Testing Parathread Polkadot Slot Leasing September 28; 2024 August 1; 2026 ~169 days remained Auctions & Crowdloans Auction 33: WINNER Leasing: November 23; 2022 - September 25; 2024 Parathread ID: 2091 Last Bid: 67 500 DOT Leading Blocks: 100% Slot Acquisition: self-funded Show more auctions Auction 76: WINNER Leasing: September 28; 2024 - August 1; 2026 Parathread ID: 2091 Last Bid: 1 000 DOT Leading Blocks: 100% Slot Acquisition: self-funded Screenshots (1) Capacity Refill System Videos Frequency - Empowering the Individual in the ever-evolving social media landscape February 9; 2023 (00:29:00) Developer Activity,
Heima (Litentry),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.heima.network/,,https://x.com/heimaNetwork,,Data; Identity; Privacy,,,❌ Not found,,,,,polkadot,https://parachains.info/,Litentry is a Decentralized Identity Aggregation protocol across multiple networks. It features a DID indexing mechanism and a Substrate-based credit computation network. The protocol provides a decentralized; interoperable identity aggregation service that mitigates the difficulty of resolving agnostic DID mechanisms. Litentry provides a secure vehicle through which users manage their identities and dApps obtain real-time credit/reputation of an identity owner across different blockchains. Related Project: Litmus Tokens: LIT ; HEI W3F Grants: Identity modules and corresponding UIs — Completed Links: App Whitepaper Status Announced Testing Parathread Polkadot Slot Leasing April 13; 2024 February 14; 2026 ~1 days remained Auctions & Crowdloans Auction 15: WINNER Leasing: June 8; 2022 - April 10; 2024 Crowdloan ID: 2013-35 Funds Raised: 943 842 DOT ( $1 198 679 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 DOT : 8+ LIT Crowdloan Cap: 3 000 000 DOT Reward Pool: 20m of 100m (20%) LIT rewards will be distributed linearly in each block (96 weeks) The compensation ratio in case of failure is 0.12 LIT per 1 DOT 10% ref bonus (split 5% to referrer & 5% to referred) Show more auctions Auction 66: WINNER Leasing: April 13; 2024 - February 14; 2026 Parathread ID: 2013 Last Bid: 180 088 DOT Leading Blocks: 100% Slot Acquisition: self-funded Events Apr 6; 2024 at 00:00 UTC HK Web3 Festival 2024 Apr 11; 2023 at 11:00 UTC Identity Hub Alpha Testing: Communtiy Call Jun 24; 2022 at 14:00 UTC Celebration and Q&A with Polkadot Parachains Investors (20) Binance Labs T ier 1 RockX T ier 1 NGC Ventures T ier 2 Divergence Ventures T ier 2 FBG Capital T ier 2 LD Capital T ier 2 Hypersphere T ier 2 Signum Capital T ier 3 Show more investors Spark Digital Capital T ier 3 DFG T ier 3 SevenX Ventures T ier 3 7 O'Clock Capital T ier 3 TRG Capital T ier 3 Paka T ier 3 D1 Ventures T ier 3 Altonomy T ier 3 Candaq T ier 4 DRF T ier 4 1PAR Capital T ier 5 BlockVC Partners (12) Automata Network Bifrost Kusama Crust Network Integritee Kusama Integritee Polkadot Konomi Moonbeam Paralink Network Parallel Finance Phala Network Stafi SubQuery Network XCM Channels (1) ⇄ Asset Hub Screenshots (1) Videos (6) Meet the Team - Work and Life in Litentry May 25; 2023 (00:05:50) Litentry DID Aggregation Infrastructure Explained February 12; 2022 (00:01:52) Litentry and Decentralized Identity January 6; 2022 (00:48:33) Show more videos Litentry Community Call #2 - Crowdloan Update December 20; 2021 (00:21:05) Litentry Community Call #1 - Crowdloan Q&A November 2; 2021 (00:44:50) Litentry Roadmap V2 AMA September 30; 2021 (00:34:03) Developer Activity,
Hydration (HydraDX),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://hydradx.io/,,https://twitter.com/hydra_dx,,DeFi,,,❌ Not found,,,,,polkadot,https://parachains.info/,HydraDX is built as a parachain – specialized blockchain in the Polkadot network. It is benefiting from shared security; speed and flexibility of the Substrate framework while remaining optimized for a single purpose: enabling fluid programmable value exchange. Related Project: Basilisk Tokens: HDX W3F Grants: Polkalert: Validator Monitoring — Completed Links: HydraDX Trading HydraDX & Basilisk AMA HydraDX and BlockScience partner with TE Academy for Open Science in DeFi Status Announced Testing Parathread Polkadot Coretime Status: ACTIVE Leased Core ID: 32 End Date: Mar 8; 2026 Auctions & Crowdloans Auction 9: WINNER Leasing: March 16; 2022 - January 16; 2024 Crowdloan ID: 2034-25 Funds Raised: 2 462 543 DOT ( $3 127 429 ) Leading Blocks: 100% Project Auction Info: crowdloan details Reward: 1 DOT : 12.5+ HDX Crowdloan Cap: 8 000 000 DOT Reward Pool: 1b of 10b (10%) HDX rewards will be distributed linearly Notes: - the target of HydraDX is to win Auction #9 - contributions made before HydraDX is leading the race by 15% will receive between 280 and 125 HDX per DOT - contributions made after HydraDX is leading the race by 15-25% will start dropping linearly - contributions made after HydraDX is leading the race by 25% will receive between 28 and 12.5 HDX per DOT Show more auctions Auction 56: WINNER Leasing: January 20; 2024 - November 22; 2025 Parathread ID: 2034 Last Bid: 30 000 DOT Leading Blocks: 100% Slot Acquisition: self-funded Investors (9) CMS Holdings T ier 2 KR1 T ier 2 Hypersphere T ier 2 Zee prime capital T ier 3 AU21 Capital T ier 3 DFG T ier 3 OnBlock Ventures T ier 3 Tenzor Capital T ier 3 Berkeley Blockchain Xcelerator T ier 4 Partners (2) Interlay SubQuery Network XCM Channels (11) ⇄ Zeitgeist ⇄ Unique Network ⇄ Crust Network ⇄ KILT ⇄ Darwinia ⇄ Composable Finance ⇄ Ajuna Network ⇄ LAOS ⇄ NeuroWeb ⇄ People ⇄ Coretime Videos (4) 3 Things to Know about HydraDX - 🚨 $1M crosses w/ Moonbeam Routed Liquidity - SER; Have ya' Heard? August 26; 2023 (00:02:38) How HydraDX Omnipool is a Game Changer for DAO & Treasury Liquidity Management May 25; 2023 (00:16:26) HydraDX: Building a Block for an Automated Market Maker | Polkadot Decoded 2022 June 29; 2022 (00:16:34) cadCAD Community Call #12: Modeling the HydraDX AMM July 7; 2021 (01:02:09) Developer Activity,
